environment,disturbance_mode,arm,upper_constraint_mode,upper_dual_lr,lower_dual_lr,lower_action_router_mode,lower_action_router_alpha,lower_action_router_strength,lower_action_router_training_schedule,lower_action_router_warmup_fraction,lower_action_router_ramp_fraction,upper_hf_penalty_coef,upper_actor_anchor_coef,lower_actor_anchor_coef,upper_actor_anchor_kl_mean,lower_actor_anchor_kl_mean,replicate_count,baseline_return_mean,candidate_return_mean,return_difference_mean,return_difference_one_sided_lower,return_difference_one_sided_upper,reward_noninferiority_margin,reward_noninferiority_pass,drift_materiality_floor,responsibility_drift_baseline_mean,responsibility_drift_candidate_mean,responsibility_drift_difference_mean,responsibility_drift_difference_one_sided_upper,responsibility_drift_candidate_one_sided_upper,responsibility_drift_required_reduction,responsibility_drift_baseline_material,responsibility_drift_gate_type,responsibility_drift_pass,responsibility_drift_normalized_slack,raw_lower_drift_baseline_mean,raw_lower_drift_candidate_mean,raw_lower_drift_difference_mean,raw_lower_drift_difference_one_sided_upper,raw_lower_drift_candidate_one_sided_upper,raw_lower_drift_required_reduction,raw_lower_drift_baseline_material,raw_lower_drift_gate_type,raw_lower_drift_pass,raw_lower_drift_normalized_slack,latent_lower_drift_mean,upper_hf_rms,upper_hf_rms_one_sided_upper,upper_hf_budget_pass,effective_lower_action_rms_mean,effective_lower_activity_margin_one_sided_lower,effective_lower_activity_pass,router_clip_rate_mean,router_clip_rate_one_sided_upper,router_clip_pass,reconstruction_rms_max,reconstruction_integrity_pass,minimum_normalized_safety_slack,condition_gate_pass
HalfCheetah-v5,high_frequency,router_s010_ua000_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.1,0.0,0.06518519920218023,16,626.9261301002105,514.6156980218203,-112.3104320783901,-183.5611554182297,-38.924112197647624,12.538522602004209,False,2.5e-05,0.0010890391195882924,0.0007174110363613288,-0.0003716280832269636,-0.0002411634239459635,nan,0.0,True,relative_noninferiority,True,9.64653695783854,0.005068139435422312,0.002336042083187003,-0.002732097352235309,-0.0017211504065676436,nan,0.0005068139435422313,True,strict_relative_improvement,True,2.396020232865249,0.0027495710589866347,0.07510128915228763,0.08664387726657856,True,0.3449339953102916,0.22163591020257575,True,0.0,0.0,True,8.695277640406168e-09,True,-13.639775453998746,False
HalfCheetah-v5,mixed,router_s010_ua000_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.1,0.0,0.06518519920218023,16,546.7249178634497,419.59203980320683,-127.13287806024279,-186.65928964803652,-65.7277764025861,10.934498357268994,False,2.5e-05,0.0011468173908156052,0.0007823947900632745,-0.0003644226007523305,-0.0002240534789226641,nan,0.0,True,relative_noninferiority,True,8.962139156906563,0.005098414278828605,0.002489246708314942,-0.002609167570513663,-0.0016322666488222941,nan,0.0005098414278828606,True,strict_relative_improvement,True,2.2015182752024582,0.002927707019962809,0.07799782351456826,0.09009246926447237,True,0.3426991279693411,0.21965919107548382,True,0.0,0.0,True,8.327666388301868e-09,True,-16.07067700311554,False
HalfCheetah-v5,ood_chirp,router_s010_ua000_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.1,0.0,0.06518519920218023,16,671.7163381865037,527.5024449407732,-144.21389324573047,-227.79329441125057,-59.9596202107785,13.434326763730073,False,2.5e-05,0.0011119196354984861,0.0007667343690225392,-0.00034518526647594707,-0.00020674832440180477,nan,0.0,True,relative_noninferiority,True,8.269932976072191,0.0046638529650024595,0.002332580134186038,-0.002331272830816421,-0.001258341309026272,nan,0.00046638529650024595,True,strict_relative_improvement,True,1.6980724273875314,0.0027365980558113896,0.07397959763238204,0.08400065568904087,True,0.3470758079364583,0.2241885616935587,True,0.0,0.0,True,8.346097735114708e-09,True,-15.956063256273158,False
Hopper-v5,standard,router_s010_ua000_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.1,0.0,0.031146352891547845,16,301.13075481194096,268.9054017415127,-32.225353070428326,-51.5641587820865,-13.712114713869857,6.02261509623882,False,2.5e-05,0.03920953941455883,0.03270339514121348,-0.006506144273345352,-0.0026051351127760972,nan,0.0,True,relative_noninferiority,True,104.20540451104388,0.06463376444133467,0.054361013938602404,-0.010272750502732268,-0.004332931343312444,nan,0.006463376444133468,True,strict_relative_improvement,False,-0.3296179820617965,0.06036260446805139,0.1400237167434888,0.15689141993385183,False,0.2731347680110157,0.1841035943808984,True,0.0,0.0,True,1.5033040159738042e-08,True,-7.561755642376816,False
Hopper-v5,low_frequency,router_s010_ua000_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.1,0.0,0.031146352891547845,16,292.25094296205225,272.4018937147446,-19.849049247307686,-37.908367654719584,-3.1954047743717613,5.845018859241045,False,2.5e-05,0.04095794835879366,0.03476368086770341,-0.006194267491090257,-0.002281938688573369,nan,0.0,True,relative_noninferiority,True,91.27754754293477,0.06749048065735787,0.05750317889611104,-0.009987301761246832,-0.004161457553041819,nan,0.006749048065735787,True,strict_relative_improvement,False,-0.38340081260213493,0.06387412962825476,0.13655585527300773,0.15069427630199123,False,0.27675299083390215,0.18728316900969433,True,0.0,0.0,True,1.5621346430760702e-08,True,-5.48558517391026,False
Hopper-v5,high_frequency,router_s010_ua000_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.1,0.0,0.031146352891547845,16,303.8334560013643,266.04606527720375,-37.787390724160545,-61.51219290435533,-15.52172628056691,6.076669120027287,False,2.5e-05,0.03975318576091549,0.03299980329532765,-0.006753382465587838,-0.002722073655930778,nan,0.0,True,relative_noninferiority,True,108.88294623723112,0.06527892048452837,0.054482906233782075,-0.010796014250746291,-0.004796280244025811,nan,0.006527892048452837,True,strict_relative_improvement,False,-0.2652635477998494,0.060481349218469246,0.13874548458906366,0.15480176631190354,False,0.2748572381551677,0.18379124721187287,True,0.0,0.0,True,1.6082408676860616e-08,True,-9.12268262256134,False
Hopper-v5,mixed,router_s010_ua000_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.1,0.0,0.031146352891547845,16,288.3562279281911,273.2121842838127,-15.1440436443784,-33.675663051552576,1.7305406132202774,5.767124558563823,False,2.5e-05,0.040918038867280515,0.03465612987395314,-0.006261908993327368,-0.0025147000759005883,nan,0.0,True,relative_noninferiority,True,100.58800303602352,0.06746502999556966,0.05717544467178978,-0.010289585323779878,-0.004599944127131499,nan,0.006746502999556966,True,strict_relative_improvement,False,-0.31817355933383995,0.06351055780481776,0.1369447253922657,0.15090003064398508,False,0.2783676373278927,0.18816680033881447,True,0.0,0.0,True,1.6396422110479654e-08,True,-4.8392467007750515,False
Hopper-v5,ood_chirp,router_s010_ua000_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.1,0.0,0.031146352891547845,16,287.25009004031506,271.05143735036194,-16.198652689953168,-32.699605145957754,-0.5876271821559707,5.7450018008063015,False,2.5e-05,0.0406840248174831,0.03414290186685999,-0.006541122950623107,-0.0026866550912199704,nan,0.0,True,relative_noninferiority,True,107.46620364879881,0.06869592652078702,0.05686703272063073,-0.01182889380015629,-0.005556067505704364,nan,0.006869592652078702,True,strict_relative_improvement,False,-0.19120859312915328,0.06317259315639401,0.13082235398474956,0.14364389096248345,False,0.27580595252182294,0.18677961074637323,True,0.0,0.0,True,1.6250453227552826e-08,True,-4.691835491046917,False
Walker2d-v5,standard,router_s010_ua000_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.1,0.0,0.03775757133622666,16,327.58031878078543,329.22246825272055,1.6421494719351024,0.6832541731021374,2.6355281673357895,6.551606375615709,True,2.5e-05,0.006802176943950431,0.005951849605498177,-0.0008503273384522536,-0.0003829840073488747,nan,0.0,True,relative_noninferiority,True,15.319360293954988,0.025478690083727162,0.02146193904481583,-0.004016751038911329,-0.0028970412454691003,nan,0.0025478690083727165,True,strict_relative_improvement,True,0.1370448150783837,0.025426796290453565,0.023586780456127034,0.025559232318231893,True,0.138008631126325,0.08786639419637683,True,0.0,0.0,True,1.8036276891231076e-08,True,0.1370448150783837,True
Walker2d-v5,low_frequency,router_s010_ua000_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.1,0.0,0.03775757133622666,16,313.6586285461482,316.95682523751634,3.298196691368137,0.1456980666678745,6.6877657999480284,6.273172570922964,True,2.5e-05,0.006909265798971264,0.0060595443733813025,-0.000849721425589961,-0.0003517908620210175,nan,0.0,True,relative_noninferiority,True,14.071634480840698,0.025762428108005733,0.02161047157450146,-0.00415195653350428,-0.003046322729670148,nan,0.0025762428108005737,True,strict_relative_improvement,True,0.18246724140241102,0.02559477357570914,0.025982433046281887,0.028381577784494273,True,0.1385290605901161,0.08838405623412475,True,0.0,0.0,True,2.0173289808281065e-08,True,0.18246724140241102,True
Walker2d-v5,high_frequency,router_s010_ua000_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.1,0.0,0.03775757133622666,16,329.25869855141866,330.50880835275854,1.2501098013399314,-1.673037553910861,4.433353691728908,6.585173971028373,True,2.5e-05,0.006788489581176801,0.005958918493197553,-0.0008295710879792489,-0.00036043011703741824,nan,0.0,True,relative_noninferiority,True,14.41720468149673,0.02537540177786966,0.02125665618192986,-0.004118745595939802,-0.0029862319495808547,nan,0.002537540177786966,True,strict_relative_improvement,True,0.17682154384061835,0.02517806989435665,0.02367867808963294,0.02565794505798428,True,0.1373581570281993,0.08731757734798387,True,0.0,0.0,True,1.8329297350548655e-08,True,0.17682154384061835,True
Walker2d-v5,mixed,router_s010_ua000_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.1,0.0,0.03775757133622666,16,312.65787807909965,313.15724348611803,0.49936540701837373,-1.796908857646437,3.1255319169503166,6.253157561581993,True,2.5e-05,0.006880942305044702,0.006039676801579276,-0.0008412655034654261,-0.00033710429538724295,nan,0.0,True,relative_noninferiority,True,13.484171815489717,0.025887106478906657,0.021726890957050354,-0.0041602155218563005,-0.0030189760667130036,nan,0.0025887106478906657,True,strict_relative_improvement,True,0.16620838608321364,0.02573729967922675,0.026323499699354814,0.02888609659974154,True,0.1389715910420941,0.0884701413543715,True,0.0,0.0,True,2.0184757544326467e-08,True,0.16620838608321364,True
Walker2d-v5,ood_chirp,router_s010_ua000_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.1,0.0,0.03775757133622666,16,319.42697432555366,321.5666649881106,2.1396906625569123,-4.0436118704117705,7.965915324937994,6.388539486511073,True,2.5e-05,0.006897282722324949,0.006036277694430628,-0.0008610050278943205,-0.00037090652783709803,nan,0.0,True,relative_noninferiority,True,14.836261113483921,0.025917552852719725,0.021794822244823386,-0.00412273060789634,-0.00297281353464413,nan,0.0025917552852719726,True,strict_relative_improvement,True,0.14702709454769,0.025823764482874656,0.02473945297885891,0.027056186919099664,True,0.13907364096061714,0.08870415708073792,True,0.0,0.0,True,1.805345798784795e-08,True,0.14702709454769,True
HalfCheetah-v5,standard,router_s010_ua000_la100,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,1.0,0.0,0.0068640948624033886,16,782.5117118755422,608.0300871294066,-174.4816247461356,-295.6111751102288,-57.79515836118597,15.650234237510846,False,2.5e-05,0.0009790498166953009,0.0006296190429238121,-0.0003494307737714889,-0.00018751759147700892,nan,0.0,True,relative_noninferiority,True,7.500703659080356,0.004666258746150693,0.0018036383459586324,-0.0028626204001920607,-0.0016355878018758964,nan,0.0004666258746150693,True,strict_relative_improvement,True,2.505137393474229,0.0021111037261474326,0.060927551669926965,0.06941607292695252,True,0.326079724671362,0.20088967472638578,True,0.0,0.0,True,9.353396560648158e-09,True,-17.888610267679002,False
HalfCheetah-v5,low_frequency,router_s010_ua000_la100,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,1.0,0.0,0.0068640948624033886,16,687.0837666791779,505.259067036411,-181.82469964276697,-263.11387290504723,-102.54459537656297,13.741675333583558,False,2.5e-05,0.0011331302274767015,0.0007005523887397369,-0.00043257783873696445,-0.00026277231129020107,nan,0.0,True,relative_noninferiority,True,10.510892451608042,0.004792528373094297,0.0023562457124384276,-0.002436282660655869,-0.0011107260307973207,nan,0.0004792528373094297,True,strict_relative_improvement,True,1.3176201460444985,0.0027788431067976294,0.06420290746670035,0.0761568292477897,True,0.32443459002410174,0.19966848830829026,True,0.0,0.0,True,1.0049799245363496e-08,True,-18.147146655547736,False
HalfCheetah-v5,high_frequency,router_s010_ua000_la100,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,1.0,0.0,0.0068640948624033886,16,626.9261301002105,495.26824585884697,-131.65788424136355,-198.38951925287793,-64.48189555647346,12.538522602004209,False,2.5e-05,0.0010890391195882924,0.0006403096969437344,-0.000448729422644558,-0.0002974066606112424,nan,0.0,True,relative_noninferiority,True,11.896266424449696,0.005068139435422312,0.0023807959794809076,-0.0026873434559414036,-0.0014473506065898728,nan,0.0005068139435422313,True,strict_relative_improvement,True,1.8557829259274699,0.0028191885084701694,0.06445534897962613,0.0759891566665917,True,0.32064267072352154,0.194956536379816,True,0.0,0.0,True,9.023863322334601e-09,True,-14.82239993898217,False
HalfCheetah-v5,mixed,router_s010_ua000_la100,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,1.0,0.0,0.0068640948624033886,16,546.7249178634497,391.9257923143875,-154.79912554906218,-207.29667733518687,-99.26770954480766,10.934498357268994,False,2.5e-05,0.0011468173908156052,0.0006930737262629366,-0.0004537436645526684,-0.0002819121128689472,nan,0.0,True,relative_noninferiority,True,11.276484514757888,0.005098414278828605,0.002589946636105422,-0.002508467642723183,-0.0012720086497982493,nan,0.0005098414278828606,True,strict_relative_improvement,True,1.4949103392408152,0.0030672394988809767,0.06490950258262149,0.07718629169151957,True,0.32003969715544234,0.19381691593075867,True,0.0,0.0,True,8.960650112435545e-09,True,-17.958041838049294,False
HalfCheetah-v5,ood_chirp,router_s010_ua000_la100,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,1.0,0.0,0.0068640948624033886,16,671.7163381865037,455.4779952361072,-216.23834295039654,-285.69191762660273,-147.8743908160558,13.434326763730073,False,2.5e-05,0.0011119196354984861,0.0007144425151310889,-0.00039747712036739734,-0.00023436514390293465,nan,0.0,True,relative_noninferiority,True,9.374605756117386,0.0046638529650024595,0.0025628955374674693,-0.0021009574275349897,-0.0005896275938335528,nan,0.00046638529650024595,True,strict_relative_improvement,True,0.2642499629772137,0.0030326013009647304,0.05969299205444125,0.0689971432492013,True,0.3226328298769824,0.19625413264961813,True,0.0,0.0,True,9.604208547499219e-09,True,-20.26581574581856,False
Hopper-v5,standard,router_s010_ua000_la100,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,1.0,0.0,0.0034664800235927632,16,301.13075481194096,258.2281573752996,-42.90259743664141,-62.53880871763824,-24.270752917951935,6.02261509623882,False,2.5e-05,0.03920953941455883,0.03240580022927941,-0.006803739185279418,-0.0033901287769616713,nan,0.0,True,relative_noninferiority,True,135.60515107846683,0.06463376444133467,0.05321739390591793,-0.011416370535416732,-0.006062742352417211,nan,0.006463376444133468,True,strict_relative_improvement,False,-0.061985263457754354,0.05901834388481014,0.1195287572395666,0.13188507158378093,False,0.2634030895777873,0.173010417122412,True,0.0,0.0,True,1.7319850726229493e-08,True,-9.383995609597287,False
Hopper-v5,low_frequency,router_s010_ua000_la100,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,1.0,0.0,0.0034664800235927632,16,292.25094296205225,257.0106856565595,-35.240257305492804,-52.64508260101414,-18.794440685868004,5.845018859241045,False,2.5e-05,0.04095794835879366,0.034192762985768316,-0.006765185373025351,-0.0035043853358937525,nan,0.0,True,relative_noninferiority,True,140.1754134357501,0.06749048065735787,0.05612191295677866,-0.01136856770057922,-0.006370793018563952,nan,0.006749048065735787,True,strict_relative_improvement,False,-0.056045688738267624,0.062290396291169864,0.12311331526039239,0.1344767105036222,False,0.2701548335973749,0.1796621510884261,True,0.0,0.0,True,1.7136851443306957e-08,True,-8.006828526785954,False
Hopper-v5,high_frequency,router_s010_ua000_la100,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,1.0,0.0,0.0034664800235927632,16,303.8334560013643,258.46376148561217,-45.36969451575215,-67.48701586048124,-24.044756309656798,6.076669120027287,False,2.5e-05,0.03975318576091549,0.0327779763246597,-0.006975209436255789,-0.003478270726350267,nan,0.0,True,relative_noninferiority,True,139.1308290540107,0.06527892048452837,0.053588601739141,-0.011690318745387365,-0.006228396803334722,nan,0.006527892048452837,True,strict_relative_improvement,False,-0.04587931952537378,0.05941989941810229,0.12004591547598385,0.132080127220544,False,0.26561348210274566,0.1737340514847754,True,0.0,0.0,True,1.6231883220686763e-08,True,-10.105922426820927,False
Hopper-v5,mixed,router_s010_ua000_la100,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,1.0,0.0,0.0034664800235927632,16,288.3562279281911,256.6867200622173,-31.669507865973824,-48.66514283094421,-15.941946259917463,5.767124558563823,False,2.5e-05,0.040918038867280515,0.03421624058504687,-0.006701798282233649,-0.0034752164801215867,nan,0.0,True,relative_noninferiority,True,139.00865920486348,0.06746502999556966,0.05616864929396681,-0.011296380701602849,-0.006337970422488602,nan,0.006746502999556966,True,strict_relative_improvement,False,-0.06055471658356809,0.06234600061458591,0.12267122487206282,0.13376906721072104,False,0.27201206098453745,0.18080806038310443,True,0.0,0.0,True,1.5765596989372212e-08,True,-7.438372075505026,False
Hopper-v5,ood_chirp,router_s010_ua000_la100,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,1.0,0.0,0.0034664800235927632,16,287.25009004031506,253.34113271265483,-33.908957327660254,-50.4612220387532,-18.45305822411157,5.7450018008063015,False,2.5e-05,0.0406840248174831,0.033833315977443615,-0.006850708840039488,-0.003527156339914964,nan,0.0,True,relative_noninferiority,True,141.08625359659854,0.06869592652078702,0.0552555780723592,-0.01344034844842781,-0.007932613955208381,nan,0.006869592652078702,True,strict_relative_improvement,True,0.15474298942718456,0.061279102514300327,0.11625895444160447,0.12666409178040466,False,0.26727327025146363,0.1774543074524914,True,0.0,0.0,True,1.664188613341915e-08,True,-7.783499777436284,False
Walker2d-v5,standard,router_s010_ua000_la100,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,1.0,0.0,0.004496428974883617,16,327.58031878078543,329.22246825272055,1.6421494719351024,0.6683466504415547,2.6322527157674402,6.551606375615709,True,2.5e-05,0.006802176943950431,0.005951849605498177,-0.0008503273384522536,-0.00038290852668232866,nan,0.0,True,relative_noninferiority,True,15.316341067293147,0.025478690083727162,0.02146193904481583,-0.004016751038911329,-0.002891948728995673,nan,0.0025478690083727165,True,strict_relative_improvement,True,0.13504607948534791,0.025426796290453565,0.023586780456127034,0.02554560308731965,True,0.138008631126325,0.08777504811330393,True,0.0,0.0,True,1.8036276891231076e-08,True,0.13504607948534791,True
Walker2d-v5,low_frequency,router_s010_ua000_la100,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,1.0,0.0,0.004496428974883617,16,313.6586285461482,316.95682523751634,3.298196691368137,0.1757536952875706,6.751084333557392,6.273172570922964,True,2.5e-05,0.006909265798971264,0.0060595443733813025,-0.000849721425589961,-0.00035009184340130097,nan,0.0,True,relative_noninferiority,True,14.003673736052038,0.025762428108005733,0.02161047157450146,-0.00415195653350428,-0.0030313362417961807,nan,0.0025762428108005737,True,strict_relative_improvement,True,0.17665005374791734,0.02559477357570914,0.025982433046281887,0.028346537074533676,True,0.1385290605901161,0.08832938816165327,True,0.0,0.0,True,2.0173289808281065e-08,True,0.17665005374791734,True
Walker2d-v5,high_frequency,router_s010_ua000_la100,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,1.0,0.0,0.004496428974883617,16,329.25869855141866,330.50880835275854,1.2501098013399314,-1.6693926140050892,4.419584625660669,6.585173971028373,True,2.5e-05,0.006788489581176801,0.005958918493197553,-0.0008295710879792489,-0.00035895195289335015,nan,0.0,True,relative_noninferiority,True,14.358078115734004,0.02537540177786966,0.02125665618192986,-0.004118745595939802,-0.00298371524506994,nan,0.002537540177786966,True,strict_relative_improvement,True,0.17582975481085433,0.02517806989435665,0.02367867808963294,0.025692183769276584,True,0.1373581570281993,0.08742509883821965,True,0.0,0.0,True,1.8329297350548655e-08,True,0.17582975481085433,True
Walker2d-v5,mixed,router_s010_ua000_la100,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,1.0,0.0,0.004496428974883617,16,312.65787807909965,313.15724348611803,0.49936540701837373,-1.820437354883028,3.0874822123649874,6.253157561581993,True,2.5e-05,0.006880942305044702,0.006039676801579276,-0.0008412655034654261,-0.0003364067252215224,nan,0.0,True,relative_noninferiority,True,13.456269008860895,0.025887106478906657,0.021726890957050354,-0.0041602155218563005,-0.003038798214425162,nan,0.0025887106478906657,True,strict_relative_improvement,True,0.17386553684601136,0.02573729967922675,0.026323499699354814,0.02890109257202926,True,0.1389715910420941,0.08859196568924074,True,0.0,0.0,True,2.0184757544326467e-08,True,0.17386553684601136,True
Walker2d-v5,ood_chirp,router_s010_ua000_la100,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,1.0,0.0,0.004496428974883617,16,319.42697432555366,321.5666649881106,2.1396906625569123,-4.193764841906764,7.982507575876223,6.388539486511073,True,2.5e-05,0.006897282722324949,0.006036277694430628,-0.0008610050278943205,-0.0003713366489044185,nan,0.0,True,relative_noninferiority,True,14.853465956176738,0.025917552852719725,0.021794822244823386,-0.00412273060789634,-0.0029799096516967697,nan,0.0025917552852719726,True,strict_relative_improvement,True,0.14976505252272115,0.025823764482874656,0.02473945297885891,0.027072518341672493,True,0.13907364096061714,0.08892568009939607,True,0.0,0.0,True,1.805345798784795e-08,True,0.14976505252272115,True
HalfCheetah-v5,standard,router_s010_ua005_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.05,0.1,0.0836622683970528,0.06472519114068487,16,782.5117118755422,702.507553285473,-80.00415859006927,-193.06765590964756,29.971492515696607,15.650234237510846,False,2.5e-05,0.0009790498166953009,0.0006539479545092809,-0.00032510186218602006,-0.00016589344258168963,nan,0.0,True,relative_noninferiority,True,6.635737703267585,0.004666258746150693,0.002090817039162407,-0.0025754417069882864,-0.0012149691136700562,nan,0.0004666258746150693,True,strict_relative_improvement,True,1.6037328398737274,0.00245895744125713,0.06340865780018828,0.07206544912699255,True,0.3443864208682203,0.2165350473127782,True,0.0,0.0,True,9.226310499058553e-09,True,-11.336406789803727,False
HalfCheetah-v5,low_frequency,router_s010_ua005_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.05,0.1,0.0836622683970528,0.06472519114068487,16,687.0837666791779,531.9094280888828,-155.17433859029518,-219.78608730087882,-90.40251755983829,13.741675333583558,False,2.5e-05,0.0011331302274767015,0.0007477144435099152,-0.0003854157839667862,-0.0002232078415480668,nan,0.0,True,relative_noninferiority,True,8.928313661922672,0.004792528373094297,0.0027240674064359055,-0.0020684609666583916,-0.0007185288677067887,nan,0.0004792528373094297,True,strict_relative_improvement,True,0.4992688864205312,0.003222819920070241,0.065798431432599,0.07775941775009763,True,0.3433547988573908,0.21579258185941688,True,0.0,0.0,True,8.912948933733903e-09,True,-14.994126041075878,False
HalfCheetah-v5,high_frequency,router_s010_ua005_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.05,0.1,0.0836622683970528,0.06472519114068487,16,626.9261301002105,559.3788952688649,-67.54723483134563,-125.00538845034987,-11.21937740206208,12.538522602004209,False,2.5e-05,0.0010890391195882924,0.000717181669211527,-0.00037185745037676546,-0.00022035995121336938,nan,0.0,True,relative_noninferiority,True,8.814398048534775,0.005068139435422312,0.0025959798218132034,-0.0024721596136091082,-0.0012037914621703591,nan,0.0005068139435422313,True,strict_relative_improvement,True,1.3752137791569083,0.003069563771822195,0.06711762688113902,0.07875748691110658,True,0.34276966027562716,0.21549765963981637,True,0.0,0.0,True,8.166246384404228e-09,True,-8.969706353631208,False
HalfCheetah-v5,mixed,router_s010_ua005_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.05,0.1,0.0836622683970528,0.06472519114068487,16,546.7249178634497,421.5659863505975,-125.15893151285218,-166.86336222973281,-83.33247062977385,10.934498357268994,False,2.5e-05,0.0011468173908156052,0.0007771212969420589,-0.0003696960938735461,-0.00020904612912677978,nan,0.0,True,relative_noninferiority,True,8.361845165071191,0.005098414278828605,0.0029228870432235696,-0.002175527235605036,-0.0010337132021763825,nan,0.0005098414278828606,True,strict_relative_improvement,True,1.0275190395353375,0.0034624754731805538,0.06708398381135332,0.07940942985236889,True,0.34105217410504624,0.21334552895551412,True,0.0,0.0,True,8.417023703420557e-09,True,-14.260266797589852,False
HalfCheetah-v5,ood_chirp,router_s010_ua005_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.05,0.1,0.0836622683970528,0.06472519114068487,16,671.7163381865037,535.4964297188869,-136.21990846761668,-203.5719346570159,-69.26580600697474,13.434326763730073,False,2.5e-05,0.0011119196354984861,0.0007332021213944075,-0.00037871751410407874,-0.00021887814415706954,nan,0.0,True,relative_noninferiority,True,8.75512576628278,0.0046638529650024595,0.0026421090343025366,-0.0020217439306999224,-0.0007247152782505979,nan,0.00046638529650024595,True,strict_relative_improvement,True,0.5538982118194109,0.003122815907845691,0.06335222924416194,0.07275861634232604,True,0.34344497746153385,0.21615244767053232,True,0.0,0.0,True,8.594917559482638e-09,True,-14.153117698954471,False
Hopper-v5,standard,router_s010_ua005_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.05,0.1,0.1848918888761511,0.031228927198901517,16,301.13075481194096,265.4716959236947,-35.659058888246285,-56.02902477105761,-16.604153591807872,6.02261509623882,False,2.5e-05,0.03920953941455883,0.03369563572795038,-0.005513903686608456,-0.0024644584156646256,nan,0.0,True,relative_noninferiority,True,98.57833662658503,0.06463376444133467,0.05628569968134758,-0.008348064759987088,-0.0035527784338824937,nan,0.006463376444133468,True,strict_relative_improvement,False,-0.4503215982248412,0.06233360858433212,0.11485670172154976,0.12754964225818444,False,0.26994055330111894,0.17879811506278187,True,0.0,0.0,True,1.556680300533081e-08,True,-8.303105690092707,False
